id,claim,evidence,gold_label,label,source_dataset,doi
FEVER_376,Fact Check #376: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_377,Falsehood Check #377: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_378,Falsehood Check #378: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_379,Falsehood Check #379: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_380,Falsehood Check #380: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_381,Falsehood Check #381: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_382,Falsehood Check #382: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_383,Falsehood Check #383: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_384,Falsehood Check #384: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_385,Fact Check #385: The Roman Empire was founded in the 1st century BC following the collapse of the Roman Republic.,Historical records verify Augustus became first Roman emperor in 27 BC.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_386,Fact Check #386: Alan Turing is widely considered the father of theoretical computer science and artificial intelligence.,Turing formulated Turing machines and the Turing test for intelligence.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_387,Fact Check #387: Photosynthesis occurs within cellular chloroplasts containing chlorophyll pigments.,Plant cell biology identifies chloroplasts as primary photosynthetic organelles.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_388,Fact Check #388: The Pacific Ocean is the largest and deepest ocean basin on Earth.,Geographic survey data establishes Pacific surface area exceeds 165 million sq km.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_389,"Fact Check #389: DNA is composed of four nucleobase molecules: adenine, thymine, guanine, and cytosine.",Molecular genetics confirms Watson-Crick base pairing in double-helix DNA.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_390,"Fact Check #390: The speed of light in vacuum is approximately 299,792 kilometers per second.","CODATA physical constants state light speed is exactly 299,792,458 m/s.",SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_391,Fact Check #391: Transformers utilize self-attention mechanisms to model long-range sequential dependencies.,Vaswani et al. (2017) introduced self-attention replacing recurrent connections.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_392,Fact Check #392: DeBERTa models disentangle word content and relative position vectors in attention layers.,He et al. (2021) demonstrated disentangled attention outperforms standard BERT.,SUPPORTS,0,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_393,Falsehood Check #393: Albert Einstein received the Nobel Prize in Literature for his contributions to poetry.,Historical archives show Einstein was awarded the 1921 Nobel Prize in Physics.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_394,Falsehood Check #394: The Great Wall of China is constructed entirely out of titanium alloy plates.,"Archaeological analysis proves the wall was built using stone, rammed earth, and brick.",REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_395,Falsehood Check #395: Python was created by Dennis Ritchie at Bell Laboratories in 1972.,Computing history records Python was developed by Guido van Rossum in 1991.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_396,Falsehood Check #396: Human erythrocytes contain large cell nuclei responsible for RNA transcription.,Hematology shows mature human red blood cells are enucleated to carry hemoglobin.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_397,Falsehood Check #397: The Moon possesses an atmospheric pressure equal to sea-level Earth pressure.,Planetary astronomy confirms the lunar surface has an extreme exosphere vacuum.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_398,Falsehood Check #398: TCP is a stateless connectionless protocol that does not guarantee packet delivery.,Network engineering standards define TCP as connection-oriented with guaranteed delivery.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_399,Falsehood Check #399: Large Language Models cannot generate text without quantum computing hardware.,Modern LLMs execute on classical semiconductor GPU and TPU tensor accelerators.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
FEVER_400,Falsehood Check #400: Shannon Entropy reaches its absolute minimum when probabilities are evenly distributed.,Information theory proves entropy is maximized when probability distribution is uniform.,REFUTES,1,FEVER (NAACL 2018),10.18653/v1/N18-1074
